alert_id,timestamp,src_ip,dst_ip,proto,duration,src_bytes,dst_bytes,pkt_count,failed_logins,label,anomaly_score,stage1_decision,final_decision,rationale,recommended_action,source
ALRT-00499,2026-01-01T08:19:00,10.0.239.62,192.168.1.232,udp,1.14,1014,3569,49,0,0,0.03003918307299248,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00500,2026-01-01T08:20:00,10.0.4.68,192.168.1.230,tcp,2.14,1352,4411,46,0,0,0.08183223758619822,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00501,2026-01-01T08:21:00,10.0.148.205,192.168.1.235,udp,1.01,408,3361,42,0,0,0.08523310131966128,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00502,2026-01-01T08:22:00,10.0.86.70,192.168.1.126,tcp,0.31,1378,4002,52,0,0,0.08406812873083344,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00503,2026-01-01T08:23:00,10.0.63.1,192.168.1.76,udp,0.06,1890,2821,45,0,0,0.09565766120952579,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00504,2026-01-01T08:24:00,10.0.3.109,192.168.1.12,tcp,3.38,1714,3213,19,0,0,0.11161963005228633,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00505,2026-01-01T08:25:00,10.0.157.4,192.168.1.213,tcp,10.09,73399,338,710,30,1,0.8511798064482956,escalate,escalate,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00506,2026-01-01T08:26:00,10.0.51.231,192.168.1.221,tcp,0.21,1748,2899,44,0,0,0.062333608315853536,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00507,2026-01-01T08:27:00,10.0.252.163,192.168.1.136,tcp,0.63,981,3554,14,0,0,0.08840429868155415,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00508,2026-01-01T08:28:00,10.0.133.148,192.168.1.18,tcp,8.01,30403,230,584,12,1,0.7731134910367459,escalate,escalate,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00509,2026-01-01T08:29:00,10.0.94.52,192.168.1.209,tcp,3.17,1856,2615,7,0,0,0.17998447068827977,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00510,2026-01-01T08:30:00,10.0.95.178,192.168.1.76,tcp,1.06,861,3703,44,0,0,0.03947409803763577,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00511,2026-01-01T08:31:00,10.0.168.172,192.168.1.139,tcp,1.69,1240,2397,52,0,0,0.031725448490589586,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00512,2026-01-01T08:32:00,10.0.155.16,192.168.1.167,tcp,4.25,1394,2111,52,0,0,0.09757015037402124,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00513,2026-01-01T08:33:00,10.0.159.223,192.168.1.37,tcp,0.33,887,1678,43,0,0,0.08616760679778114,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00514,2026-01-01T08:34:00,10.0.165.147,192.168.1.16,udp,2.07,605,1930,31,0,0,0.08860014757549005,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00515,2026-01-01T08:35:00,10.0.57.201,192.168.1.21,tcp,0.01,869,4312,44,0,0,0.11271071458576987,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00516,2026-01-01T08:36:00,10.0.115.67,192.168.1.243,tcp,0.73,1243,3391,51,0,0,0.027466473659152373,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00517,2026-01-01T08:37:00,10.0.124.31,192.168.1.243,tcp,2.62,1222,2846,31,0,0,0.016398593215182257,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00518,2026-01-01T08:38:00,10.0.236.178,192.168.1.108,icmp,2.19,34724,397,1010,30,1,0.9222168581008283,escalate,escalate,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00519,2026-01-01T08:39:00,10.0.83.201,192.168.1.108,udp,1.21,1610,4376,42,0,0,0.10164280592805677,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00520,2026-01-01T08:40:00,10.0.13.98,192.168.1.103,tcp,0.26,1166,4047,57,0,0,0.10567237626674923,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00521,2026-01-01T08:41:00,10.0.166.6,192.168.1.89,udp,4.32,1218,1745,39,0,0,0.1086530764705688,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00522,2026-01-01T08:42:00,10.0.180.208,192.168.1.138,tcp,2.08,1455,2839,29,0,0,0.021894388376869703,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00523,2026-01-01T08:43:00,10.0.151.53,192.168.1.91,tcp,0.2,782,1768,32,0,0,0.10044844595107792,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00524,2026-01-01T08:44:00,10.0.191.86,192.168.1.156,tcp,5.01,312,3864,44,0,0,0.18971008797674,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00525,2026-01-01T08:45:00,10.0.187.159,192.168.1.96,tcp,0.88,1049,2186,29,0,0,0.048352240237963286,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00526,2026-01-01T08:46:00,10.0.23.26,192.168.1.160,tcp,2.28,1936,2381,31,0,0,0.07855293323057695,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00527,2026-01-01T08:47:00,10.0.3.19,192.168.1.240,tcp,2.41,476,3800,32,0,0,0.1152002705037167,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00528,2026-01-01T08:48:00,10.0.76.7,192.168.1.53,udp,0.98,1472,3549,48,0,0,0.04216515826442955,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00529,2026-01-01T08:49:00,10.0.239.232,192.168.1.16,tcp,1.25,877,2638,36,0,0,0.020907219538458987,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00530,2026-01-01T08:50:00,10.0.44.79,192.168.1.134,tcp,2.62,868,3946,22,0,0,0.10029270234770617,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00531,2026-01-01T08:51:00,10.0.189.168,192.168.1.31,tcp,0.3,1105,988,59,0,0,0.2249370739069717,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00532,2026-01-01T08:52:00,10.0.148.251,192.168.1.59,udp,1.32,1774,1293,43,0,0,0.16099807003938962,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00533,2026-01-01T08:53:00,10.0.160.170,192.168.1.200,tcp,8.41,1050,3332,33,0,0,0.22126645298689804,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00534,2026-01-01T08:54:00,10.0.128.133,192.168.1.106,tcp,11.94,1756,4215,32,0,0,0.4158447445782373,review,needs_review,Indicators are mixed.,Escalate to tier-2 for a closer look.,heuristic_fallback
ALRT-00535,2026-01-01T08:55:00,10.0.74.132,192.168.1.140,tcp,0.61,1599,2640,50,0,0,0.0557793638625095,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00536,2026-01-01T08:56:00,10.0.234.96,192.168.1.197,tcp,1.58,1240,3737,39,0,0,0.020230201568396788,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00537,2026-01-01T08:57:00,10.0.33.152,192.168.1.33,tcp,3.19,1105,2350,40,0,0,0.039744481392149936,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00538,2026-01-01T08:58:00,10.0.200.243,192.168.1.122,tcp,1.73,1137,1291,25,0,0,0.15789391542958053,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00539,2026-01-01T08:59:00,10.0.138.200,192.168.1.9,udp,2.3,1123,3249,29,0,0,0.03471838557231929,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00540,2026-01-01T09:00:00,10.0.63.108,192.168.1.127,tcp,6.08,1263,3321,23,0,0,0.13845292110579918,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00541,2026-01-01T09:01:00,10.0.106.85,192.168.1.57,tcp,0.46,2325,2399,30,0,0,0.16151582283890967,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00542,2026-01-01T09:02:00,10.0.182.224,192.168.1.231,tcp,1.74,2135,2002,34,0,0,0.12880186552645564,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00543,2026-01-01T09:03:00,10.0.83.35,192.168.1.66,tcp,6.39,586,1302,49,0,0,0.2799995490935744,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00544,2026-01-01T09:04:00,10.0.210.215,192.168.1.51,tcp,1.68,1463,3273,34,0,0,0.019267068965158222,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00545,2026-01-01T09:05:00,10.0.238.65,192.168.1.4,tcp,12.48,1678,4603,49,0,0,0.45998694468986084,review,needs_review,Indicators are mixed.,Escalate to tier-2 for a closer look.,heuristic_fallback
ALRT-00546,2026-01-01T09:06:00,10.0.183.182,192.168.1.34,tcp,4.09,1058,2528,65,0,0,0.1686494779228498,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00547,2026-01-01T09:07:00,10.0.201.204,192.168.1.55,tcp,0.82,1270,3439,26,0,0,0.0462698075587649,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00548,2026-01-01T09:08:00,10.0.242.121,192.168.1.58,tcp,0.07,1242,2413,36,0,0,0.03313910834492876,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00549,2026-01-01T09:09:00,10.0.19.49,192.168.1.187,tcp,2.39,884,2952,36,0,0,0.02504778451955371,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00550,2026-01-01T09:10:00,10.0.226.214,192.168.1.225,tcp,5.87,1910,2975,69,0,0,0.2834528878486918,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00551,2026-01-01T09:11:00,10.0.2.93,192.168.1.217,tcp,1.81,846,4021,53,0,0,0.0869554010194706,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00552,2026-01-01T09:12:00,10.0.62.82,192.168.1.242,tcp,3.71,1323,3776,45,0,0,0.06602922654429427,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00553,2026-01-01T09:13:00,10.0.162.130,192.168.1.228,tcp,1.73,489,3919,23,0,0,0.1388630005133874,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00554,2026-01-01T09:14:00,10.0.122.111,192.168.1.116,tcp,2.06,1500,2872,32,0,0,0.027197562218492368,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00555,2026-01-01T09:15:00,10.0.163.173,192.168.1.99,udp,3.1,433,1855,35,0,0,0.1343433482395813,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00556,2026-01-01T09:16:00,10.0.11.35,192.168.1.165,udp,2.21,1391,3915,37,0,0,0.03905727075536884,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00557,2026-01-01T09:17:00,10.0.86.111,192.168.1.81,tcp,0.62,1453,3701,32,0,0,0.03658080670848103,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00558,2026-01-01T09:18:00,10.0.254.226,192.168.1.153,tcp,1.0,1237,3379,38,0,0,0.005561382707220739,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00559,2026-01-01T09:19:00,10.0.165.10,192.168.1.253,tcp,3.08,1396,2895,57,1,0,0.3460111803747433,review,needs_review,Indicators are mixed.,Escalate to tier-2 for a closer look.,heuristic_fallback
ALRT-00560,2026-01-01T09:20:00,10.0.25.116,192.168.1.51,tcp,0.67,1278,4133,43,0,0,0.05312187066928718,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00561,2026-01-01T09:21:00,10.0.149.168,192.168.1.195,udp,31.44,72691,366,312,30,1,0.9419617152499349,escalate,escalate,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00562,2026-01-01T09:22:00,10.0.36.225,192.168.1.237,tcp,1.92,694,3071,27,0,0,0.06875911132630766,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00563,2026-01-01T09:23:00,10.0.125.151,192.168.1.136,tcp,0.07,805,4849,43,0,0,0.17665966911488076,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00564,2026-01-01T09:24:00,10.0.10.209,192.168.1.91,tcp,1.01,1470,1835,47,0,0,0.07395964676640097,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00565,2026-01-01T09:25:00,10.0.138.57,192.168.1.65,tcp,3.33,1619,2634,39,1,0,0.3265883137932077,review,needs_review,Indicators are mixed.,Escalate to tier-2 for a closer look.,heuristic_fallback
ALRT-00566,2026-01-01T09:26:00,10.0.81.90,192.168.1.43,tcp,0.58,2109,2345,43,0,0,0.11158121055152019,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00567,2026-01-01T09:27:00,10.0.6.239,192.168.1.82,udp,3.22,874,3215,37,0,0,0.04720308546262367,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00568,2026-01-01T09:28:00,10.0.204.225,192.168.1.189,udp,2.55,1184,2117,56,0,0,0.06826929858295057,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00569,2026-01-01T09:29:00,10.0.90.142,192.168.1.131,icmp,19.23,48936,198,1199,30,1,0.9370988217226534,escalate,escalate,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00570,2026-01-01T09:30:00,10.0.116.121,192.168.1.57,tcp,0.93,648,2563,54,0,0,0.06099200061492417,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00571,2026-01-01T09:31:00,10.0.150.115,192.168.1.138,tcp,4.47,1390,2970,44,0,0,0.07122202264669555,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00572,2026-01-01T09:32:00,10.0.197.15,192.168.1.205,udp,1.56,1111,4071,49,0,0,0.058319502120225346,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00573,2026-01-01T09:33:00,10.0.49.226,192.168.1.4,tcp,0.88,478,1910,11,0,0,0.18792496750763554,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00574,2026-01-01T09:34:00,10.0.224.207,192.168.1.6,tcp,0.86,1178,3922,38,0,0,0.03908100499514056,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00575,2026-01-01T09:35:00,10.0.94.116,192.168.1.243,udp,0.91,1470,3378,39,0,0,0.018253269700834653,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00576,2026-01-01T09:36:00,10.0.6.71,192.168.1.190,udp,1.7,1598,4427,45,0,0,0.10508428808404902,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00577,2026-01-01T09:37:00,10.0.185.87,192.168.1.146,tcp,0.49,1792,3776,34,0,0,0.07907968904057591,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00578,2026-01-01T09:38:00,10.0.122.32,192.168.1.230,tcp,1.14,1665,3436,55,0,0,0.07479423941375271,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00579,2026-01-01T09:39:00,10.0.126.183,192.168.1.150,tcp,1.44,1113,1609,53,0,0,0.09504194214329076,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00580,2026-01-01T09:40:00,10.0.145.141,192.168.1.132,udp,1.11,1205,3306,32,0,0,0.015775011386222237,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00581,2026-01-01T09:41:00,10.0.233.60,192.168.1.54,tcp,0.16,1676,2022,53,0,0,0.11228350723019638,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00582,2026-01-01T09:42:00,10.0.76.158,192.168.1.206,udp,6.07,1284,3560,38,0,0,0.11526875706000798,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00583,2026-01-01T09:43:00,10.0.122.248,192.168.1.194,tcp,2.7,1256,1838,45,0,0,0.0637580831787607,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00584,2026-01-01T09:44:00,10.0.15.31,192.168.1.75,tcp,0.46,1674,3647,46,0,0,0.06180006692984663,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00585,2026-01-01T09:45:00,10.0.87.116,192.168.1.187,udp,1.67,94,1735,46,1,0,0.4131044351256566,review,needs_review,Indicators are mixed.,Escalate to tier-2 for a closer look.,heuristic_fallback
ALRT-00586,2026-01-01T09:46:00,10.0.227.126,192.168.1.184,tcp,0.47,792,4690,58,0,0,0.196425635453708,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00587,2026-01-01T09:47:00,10.0.111.43,192.168.1.25,tcp,0.65,965,4857,29,0,0,0.17062117229086782,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00588,2026-01-01T09:48:00,10.0.110.135,192.168.1.41,tcp,2.83,1717,4026,30,0,0,0.10245633736692364,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00589,2026-01-01T09:49:00,10.0.148.154,192.168.1.151,tcp,0.31,1063,1897,21,0,0,0.09451337397399634,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00590,2026-01-01T09:50:00,10.0.109.40,192.168.1.158,udp,2.22,1162,4114,41,0,0,0.05926323102768188,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00591,2026-01-01T09:51:00,10.0.38.40,192.168.1.167,udp,5.3,1271,1260,50,0,0,0.22487257357075477,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00592,2026-01-01T09:52:00,10.0.157.217,192.168.1.95,udp,3.95,1731,2436,53,0,0,0.11683343099886653,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00593,2026-01-01T09:53:00,10.0.225.79,192.168.1.212,tcp,0.43,2157,4256,30,0,0,0.2203288518520365,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00594,2026-01-01T09:54:00,10.0.20.160,192.168.1.113,tcp,0.41,1245,2296,34,0,0,0.022519299560152365,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00595,2026-01-01T09:55:00,10.0.9.159,192.168.1.53,tcp,1.35,750,2699,39,0,0,0.03054293334487823,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00596,2026-01-01T09:56:00,10.0.97.213,192.168.1.30,tcp,0.17,455,3046,40,0,0,0.09062441081868412,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00597,2026-01-01T09:57:00,10.0.159.188,192.168.1.223,udp,2.84,322,3880,34,0,0,0.15920389865091197,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00598,2026-01-01T09:58:00,10.0.103.213,192.168.1.179,tcp,0.35,918,2004,13,0,0,0.13137941300518954,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00599,2026-01-01T09:59:00,10.0.133.159,192.168.1.117,tcp,2.26,1465,2280,26,0,0,0.05663293339240027,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00600,2026-01-01T10:00:00,10.0.91.114,192.168.1.53,tcp,0.63,1420,2294,33,0,0,0.027292771560756972,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00601,2026-01-01T10:01:00,10.0.214.100,192.168.1.25,tcp,1.88,1251,2972,26,0,0,0.031223213821846972,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00602,2026-01-01T10:02:00,10.0.5.96,192.168.1.39,tcp,2.8,1160,2442,51,0,0,0.04086692368863392,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00603,2026-01-01T10:03:00,10.0.99.106,192.168.1.27,tcp,0.14,1174,2085,50,0,0,0.06286173254080633,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00604,2026-01-01T10:04:00,10.0.18.33,192.168.1.134,tcp,1.48,1026,3572,23,0,0,0.05389354888042877,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00605,2026-01-01T10:05:00,10.0.82.108,192.168.1.51,tcp,1.61,88165,112,848,0,1,0.7793241767358803,escalate,escalate,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00606,2026-01-01T10:06:00,10.0.7.99,192.168.1.33,udp,0.24,1510,3438,32,0,0,0.047394922879845564,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00607,2026-01-01T10:07:00,10.0.81.9,192.168.1.72,udp,3.44,694,1857,56,0,0,0.12571492828779265,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00608,2026-01-01T10:08:00,10.0.63.70,192.168.1.177,tcp,1.44,1882,1728,38,1,0,0.35743108287788905,review,needs_review,Indicators are mixed.,Escalate to tier-2 for a closer look.,heuristic_fallback
ALRT-00609,2026-01-01T10:09:00,10.0.36.191,192.168.1.126,udp,2.3,1299,3633,34,0,0,0.03062489482134912,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00610,2026-01-01T10:10:00,10.0.18.147,192.168.1.39,udp,2.37,685,3011,43,0,0,0.04157508125629074,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00611,2026-01-01T10:11:00,10.0.169.204,192.168.1.190,tcp,2.8,1127,3752,46,0,0,0.048374942100360876,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00612,2026-01-01T10:12:00,10.0.139.138,192.168.1.124,tcp,8.9,1191,3063,61,0,0,0.2862370948911158,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00613,2026-01-01T10:13:00,10.0.194.217,192.168.1.48,udp,0.76,1121,3368,27,0,0,0.04323465506410175,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00614,2026-01-01T10:14:00,10.0.53.202,192.168.1.175,udp,0.11,891,3441,36,0,0,0.05077056911231215,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00615,2026-01-01T10:15:00,10.0.117.25,192.168.1.252,tcp,0.28,803,4405,42,0,0,0.11473088433423641,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00616,2026-01-01T10:16:00,10.0.156.248,192.168.1.137,tcp,11.83,50569,158,528,12,1,0.7438632235292747,escalate,escalate,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00617,2026-01-01T10:17:00,10.0.35.4,192.168.1.41,tcp,0.27,518,3193,40,0,0,0.07752793255643163,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00618,2026-01-01T10:18:00,10.0.233.152,192.168.1.79,tcp,35.25,107304,379,1087,30,1,1.0,escalate,escalate,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00619,2026-01-01T10:19:00,10.0.55.201,192.168.1.152,udp,0.1,690,2264,23,0,0,0.11099455560752068,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00620,2026-01-01T10:20:00,10.0.100.84,192.168.1.253,tcp,0.19,857,2795,48,0,0,0.03912122861824429,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00621,2026-01-01T10:21:00,10.0.73.152,192.168.1.236,tcp,1.2,1663,4769,39,0,0,0.15142859853784624,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00622,2026-01-01T10:22:00,10.0.34.92,192.168.1.237,tcp,0.17,1618,2370,39,0,0,0.04165530709813234,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00623,2026-01-01T10:23:00,10.0.77.16,192.168.1.211,tcp,0.09,1585,2432,28,0,0,0.07392578845036354,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00624,2026-01-01T10:24:00,10.0.194.3,192.168.1.146,tcp,1.2,1403,3569,36,0,0,0.018062589357597567,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
