alert_id,duration,src_bytes,dst_bytes,pkt_count,src_ttl,dst_ttl,src_load,dst_load,state_ttl_count,label,src_ip,dst_ip
UNSW-003771,0.307217,568,304,8,31,29,11093.13574,5937.171387,0,0,59.166.0.6,149.171.126.6
UNSW-003772,0.402313,4656,3080,58,31,29,89283.71875,59217.57422,0,0,59.166.0.8,149.171.126.7
UNSW-003773,0.001035,132,164,4,31,29,510144.9375,633816.4375,0,0,59.166.0.5,149.171.126.8
UNSW-003774,0.005774,2024,4312,48,31,29,2687911.25,5726359.5,0,0,59.166.0.9,149.171.126.3
UNSW-003775,0.004036,1042,824,18,31,29,1807730.375,1470763.125,0,0,59.166.0.5,149.171.126.6
UNSW-003776,1.005718,1580,10168,30,31,29,11526.09375,76395.17188,0,0,59.166.0.7,149.171.126.5
UNSW-003777,0.000989,146,178,4,31,29,590495.5,719919.125,0,0,59.166.0.0,149.171.126.1
UNSW-003778,0.001029,146,178,4,31,29,567541.3125,691933.875,0,0,59.166.0.0,149.171.126.0
UNSW-003779,0.131812,1920,4312,46,31,29,111249.3516,250842.0938,0,0,59.166.0.4,149.171.126.3
UNSW-003780,0.497559,13142,548216,666,31,29,210387.1094,8794374.0,0,0,59.166.0.5,149.171.126.7
UNSW-003781,1.045015,1580,10168,30,31,29,11092.66406,73522.39063,0,0,59.166.0.8,149.171.126.2
UNSW-003782,0.012844,5928,8010,120,31,29,3633136.0,4903145.5,0,0,59.166.0.4,149.171.126.2
UNSW-003783,0.132766,1920,4312,46,31,29,110449.9688,249039.6719,0,0,59.166.0.4,149.171.126.4
UNSW-003784,0.133143,520,304,8,31,29,23433.45313,13699.55664,0,0,59.166.0.6,149.171.126.6
UNSW-003785,0.153207,568,304,8,31,29,22244.41406,11905.46094,0,0,59.166.0.9,149.171.126.6
UNSW-003786,0.050116,520,304,8,31,29,62255.57031,36395.5625,0,0,59.166.0.9,149.171.126.6
UNSW-003787,0.001035,132,164,4,31,29,510144.9375,633816.4375,0,0,59.166.0.5,149.171.126.8
UNSW-003788,0.02658,2974,30506,98,31,29,876749.4375,8998044.0,0,0,59.166.0.1,149.171.126.1
UNSW-003789,1.475216,13142,548216,666,31,29,70959.10156,2966155.5,0,0,59.166.0.5,149.171.126.7
UNSW-003790,0.001029,146,178,4,31,29,567541.3125,691933.875,0,0,59.166.0.5,149.171.126.5
UNSW-003791,0.680382,4256,3080,58,31,29,48255.24219,35015.62109,0,0,59.166.0.6,149.171.126.6
UNSW-003792,0.142732,4240,2664,42,31,29,225765.7813,142532.8594,0,0,59.166.0.2,149.171.126.0
UNSW-003793,0.036609,4014,59356,136,31,29,864268.3125,12780245.0,0,0,59.166.0.2,149.171.126.9
UNSW-003794,1.012087,1684,10168,32,31,29,12362.57324,75914.42188,0,0,59.166.0.0,149.171.126.1
UNSW-003795,0.885655,13246,548216,668,31,29,119134.4297,4940660.0,0,0,59.166.0.5,149.171.126.7
UNSW-003796,0.283981,1470,1728,36,31,29,39551.94141,45214.29297,0,0,59.166.0.8,149.171.126.5
UNSW-003797,0.677546,4256,3080,58,31,29,48457.22656,35162.1875,0,0,59.166.0.9,149.171.126.6
UNSW-003798,0.004998,568,312,8,31,29,681872.75,374549.8438,0,0,59.166.0.2,149.171.126.0
UNSW-003799,0.042983,4014,59460,138,31,29,736105.0,10908685.0,0,0,59.166.0.1,149.171.126.5
UNSW-003800,0.001821,528,304,8,31,29,1739703.5,1001647.438,0,0,59.166.0.2,149.171.126.0
UNSW-003801,0.023017,2974,30506,98,31,29,1012469.0,10390928.0,0,0,59.166.0.2,149.171.126.9
UNSW-003802,0.001203,146,178,4,31,29,485453.0625,591853.6875,0,0,59.166.0.8,149.171.126.9
UNSW-003803,1.043965,1684,10168,32,31,29,11985.07617,73596.33594,0,0,59.166.0.0,149.171.126.7
UNSW-003804,1.353168,9504,12298,222,31,29,55667.88281,72073.82813,0,0,59.166.0.1,149.171.126.0
UNSW-003805,0.018013,2438,19266,78,31,29,1054349.625,8342863.5,0,0,59.166.0.1,149.171.126.4
UNSW-003806,0.001085,146,178,4,31,29,538248.875,656221.1875,0,0,59.166.0.2,149.171.126.9
UNSW-003807,0.001046,146,178,4,31,29,558317.375,680688.3125,0,0,59.166.0.5,149.171.126.7
UNSW-003808,0.024604,2934,3742,106,31,29,935782.8125,1194277.375,0,0,59.166.0.9,149.171.126.1
UNSW-003809,0.003372,320,1826,14,31,29,633451.9375,3791221.75,0,0,59.166.0.9,149.171.126.1
UNSW-003810,1.032371,1684,10168,32,31,29,12119.67383,74422.85156,0,0,59.166.0.8,149.171.126.9
UNSW-003811,0.025267,1058,822,18,31,29,293188.75,234297.7031,0,0,59.166.0.4,149.171.126.3
UNSW-003812,0.004099,424,8824,20,31,29,724079.0625,15787266.0,0,0,59.166.0.9,149.171.126.1
UNSW-003813,0.001128,130,162,4,31,29,460992.9063,574468.125,0,0,59.166.0.9,149.171.126.9
UNSW-003814,2.061927,12622,548216,656,31,29,48750.51172,2122150.75,0,0,59.166.0.5,149.171.126.7
UNSW-003815,0.00105,132,164,4,31,29,502857.1563,624761.9375,0,0,59.166.0.4,149.171.126.2
UNSW-003816,0.057993,5174,83812,182,31,29,705878.3125,11436001.0,0,0,59.166.0.1,149.171.126.3
UNSW-003817,0.001783,520,304,8,31,29,1749859.875,1022995.0,0,0,59.166.0.7,149.171.126.8
UNSW-003818,1.066115,1580,10168,30,31,29,10873.12305,72067.27344,0,0,59.166.0.5,149.171.126.1
UNSW-003819,0.288824,1540,1644,34,31,29,39996.67578,43015.81641,0,0,59.166.0.4,149.171.126.2
UNSW-003820,0.024198,37268,3276,92,31,29,12084305.0,1056285.625,0,0,59.166.0.5,149.171.126.4
UNSW-003821,0.004442,568,304,8,31,29,767222.0,410625.875,0,0,59.166.0.7,149.171.126.8
UNSW-003822,0.004957,3736,2456,36,31,29,5695380.5,3744200.25,0,0,59.166.0.7,149.171.126.8
UNSW-003823,0.004978,1470,1728,36,31,29,2256327.75,2579349.0,0,0,59.166.0.9,149.171.126.1
UNSW-003824,0.001085,146,178,4,31,29,538248.875,656221.1875,0,0,59.166.0.4,149.171.126.7
UNSW-003825,0.005045,8928,320,20,31,29,13147275.0,423389.5,0,0,59.166.0.9,149.171.126.1
UNSW-003826,0.238833,1540,1644,34,31,29,48368.52734,52019.61328,0,0,59.166.0.4,149.171.126.2
UNSW-003827,0.004568,1470,1728,36,31,29,2458844.25,2810858.25,0,0,59.166.0.4,149.171.126.0
UNSW-003828,0.004448,1470,1728,36,31,29,2525180.0,2886690.75,0,0,59.166.0.3,149.171.126.2
UNSW-003829,0.288758,1540,1644,34,31,29,40005.81641,43025.64453,0,0,59.166.0.4,149.171.126.2
UNSW-003830,0.845473,3209,1876,42,62,252,28992.05469,16871.0293,1,1,175.45.176.3,149.171.126.12
UNSW-003831,0.309507,4600,618,24,254,252,110420.7578,14397.08887,1,1,175.45.176.0,149.171.126.11
UNSW-003832,0.319114,1902,22956,38,62,252,44297.64844,551527.0625,1,1,175.45.176.2,149.171.126.12
UNSW-003833,1.382207,13038,548216,664,31,29,75132.01563,3165748.5,0,0,59.166.0.4,149.171.126.2
UNSW-003834,0.072175,568,304,8,31,29,47218.5625,25271.9082,0,0,59.166.0.5,149.171.126.6
UNSW-003835,0.029672,37268,3380,94,31,29,9854947.0,889727.6875,0,0,59.166.0.8,149.171.126.4
UNSW-003836,0.029921,2438,19266,78,31,29,634738.125,5022559.5,0,0,59.166.0.8,149.171.126.3
UNSW-003837,1.751623,5928,8010,120,31,29,26640.43555,35952.94141,0,0,59.166.0.7,149.171.126.8
UNSW-003838,3.042251,13142,548216,666,31,29,34408.73047,1438316.5,0,0,59.166.0.5,149.171.126.7
UNSW-003839,0.035156,520,304,8,31,29,88747.29688,51883.03516,0,0,59.166.0.5,149.171.126.6
UNSW-003840,1.01884,1684,10168,32,31,29,12280.63379,75411.25781,0,0,59.166.0.2,149.171.126.7
UNSW-003841,0.039348,1042,824,18,31,29,185422.3906,150859.0,0,0,59.166.0.5,149.171.126.9
UNSW-003842,0.001129,146,178,4,31,29,517271.9375,630646.625,0,0,59.166.0.8,149.171.126.2
UNSW-003843,0.370613,4256,3080,58,31,29,88588.36719,64282.6875,0,0,59.166.0.5,149.171.126.6
UNSW-003844,0.046819,4014,59460,138,31,29,675794.0,10014908.0,0,0,59.166.0.6,149.171.126.5
UNSW-003845,0.120956,5174,83812,182,31,29,338437.0938,5483051.5,0,0,59.166.0.8,149.171.126.4
UNSW-003846,3.428809,16328,707082,846,31,29,37963.03516,1646799.25,0,0,59.166.0.5,149.171.126.7
UNSW-003847,0.004561,1470,1728,36,31,29,2462617.75,2815172.0,0,0,59.166.0.6,149.171.126.1
UNSW-003848,0.024036,3078,30506,100,31,29,1004160.438,9950408.0,0,0,59.166.0.6,149.171.126.5
UNSW-003849,0.000967,146,178,4,31,29,603929.6875,736297.8125,0,0,59.166.0.1,149.171.126.1
UNSW-003850,0.001055,146,178,4,31,29,553554.5,674881.5,0,0,59.166.0.4,149.171.126.0
UNSW-003851,0.001013,132,164,4,31,29,521224.0625,647581.4375,0,0,59.166.0.5,149.171.126.7
UNSW-003852,1.097838,1684,10168,32,31,29,11396.94531,69984.82031,0,0,59.166.0.4,149.171.126.1
UNSW-003853,0.001023,146,178,4,31,29,570870.0,695992.1875,0,0,59.166.0.8,149.171.126.8
UNSW-003854,0.001045,130,162,4,31,29,497607.625,620095.6875,0,0,59.166.0.0,149.171.126.6
UNSW-003855,0.044083,7810,14540,248,31,29,1405712.0,2617789.25,0,0,59.166.0.0,149.171.126.2
UNSW-003856,0.001013,132,164,4,31,29,521224.0625,647581.4375,0,0,59.166.0.0,149.171.126.9
UNSW-003857,0.001022,130,162,4,31,29,508806.2813,634050.875,0,0,59.166.0.6,149.171.126.7
UNSW-003858,2.70794,13662,548216,676,31,29,40192.91406,1615885.125,0,0,59.166.0.4,149.171.126.2
UNSW-003859,0.023859,2438,19162,76,31,29,796009.875,6256088.0,0,0,59.166.0.7,149.171.126.6
UNSW-003860,2.647962,9400,12298,220,31,29,28133.33398,36831.34375,0,0,59.166.0.8,149.171.126.5
UNSW-003861,0.015058,1042,824,18,31,29,484526.5,394209.0625,0,0,59.166.0.0,149.171.126.6
UNSW-003862,0.027003,2438,19266,78,31,29,703329.25,5565307.5,0,0,59.166.0.4,149.171.126.0
UNSW-003863,0.236806,1470,1728,36,31,29,47431.23047,54221.59766,0,0,59.166.0.4,149.171.126.4
UNSW-003864,3.059483,9504,12298,222,31,29,24621.15234,31877.28125,0,0,59.166.0.4,149.171.126.3
UNSW-003865,1.010114,1684,10168,32,31,29,12386.72168,76062.70313,0,0,59.166.0.1,149.171.126.3
UNSW-003866,0.134948,5278,83708,182,31,29,309511.8125,4907253.0,0,0,59.166.0.4,149.171.126.9
UNSW-003867,0.049947,2974,30506,98,31,29,466574.5625,4788435.5,0,0,59.166.0.7,149.171.126.9
UNSW-003868,0.136935,5174,83708,180,31,29,298944.75,4836046.5,0,0,59.166.0.7,149.171.126.0
UNSW-003869,2.897092,9608,12298,224,31,29,26291.18945,33664.10156,0,0,59.166.0.1,149.171.126.8
UNSW-003870,0.001025,146,178,4,31,29,569756.125,694634.125,0,0,59.166.0.5,149.171.126.8
UNSW-003871,0.131548,1470,1728,36,31,29,85383.28125,97606.95313,0,0,59.166.0.6,149.171.126.3
UNSW-003872,0.006933,1470,1728,36,31,29,1620077.875,1852012.125,0,0,59.166.0.6,149.171.126.3
UNSW-003873,0.11401,4014,59460,138,31,29,277519.5313,4112692.0,0,0,59.166.0.7,149.171.126.2
UNSW-003874,0.49336,37372,3380,94,31,29,594357.0625,53510.62109,0,0,59.166.0.8,149.171.126.9
UNSW-003875,0.0147,5928,8010,120,31,29,3174421.75,4284081.5,0,0,59.166.0.9,149.171.126.8
UNSW-003876,0.005411,1470,1728,36,31,29,2075771.625,2372944.0,0,0,59.166.0.2,149.171.126.7
UNSW-003877,0.001017,146,178,4,31,29,574238.0,700098.375,0,0,59.166.0.9,149.171.126.3
UNSW-003878,0.759884,7816,15132,248,31,29,81612.45313,158045.1719,0,0,59.166.0.6,149.171.126.1
UNSW-003879,0.287751,1470,1728,36,31,29,39033.75,44621.91406,0,0,59.166.0.9,149.171.126.1
UNSW-003880,0.079992,1470,1728,36,31,29,140414.0469,160516.0625,0,0,59.166.0.4,149.171.126.9
UNSW-003881,0.04256,2438,19266,78,31,29,446240.5938,3531015.0,0,0,59.166.0.6,149.171.126.0
UNSW-003882,0.025685,2974,30506,98,31,29,907300.0,9311583.0,0,0,59.166.0.6,149.171.126.2
UNSW-003883,50.004383,384,0,6,1,0,51.195511,0.0,0,0,10.40.85.1,224.0.0.5
UNSW-003884,50.004375,384,0,6,1,0,51.195518,0.0,0,0,10.40.182.1,224.0.0.5
UNSW-003885,50.004375,384,0,6,1,0,51.195518,0.0,0,0,10.40.182.1,224.0.0.5
UNSW-003886,50.004383,384,0,6,1,0,51.195511,0.0,0,0,10.40.85.1,224.0.0.5
UNSW-003887,0.074352,5174,83812,182,31,29,550570.25,8919840.0,0,0,59.166.0.6,149.171.126.2
UNSW-003888,0.047901,4014,59460,138,31,29,660529.0,9788689.0,0,0,59.166.0.6,149.171.126.8
UNSW-003889,1.398725,19098,1087890,1104,31,29,108927.7734,6213841.5,0,0,59.166.0.4,149.171.126.6
UNSW-003890,0.001063,146,178,4,31,29,549388.5625,669802.5,0,0,59.166.0.5,149.171.126.4
UNSW-003891,0.041428,2438,19266,78,31,29,458433.9063,3627498.25,0,0,59.166.0.6,149.171.126.0
UNSW-003892,0.096334,5174,83812,182,31,29,424938.2188,6884464.5,0,0,59.166.0.6,149.171.126.7
UNSW-003893,0.007169,1470,1728,36,31,29,1566745.75,1791044.75,0,0,59.166.0.9,149.171.126.9
UNSW-003894,0.376695,1256,2544,22,62,252,24465.41602,48633.50781,1,1,175.45.176.0,149.171.126.10
UNSW-003895,7e-06,168,0,2,254,0,96000000.0,0.0,2,1,175.45.176.2,149.171.126.19
UNSW-003896,0.24091,798,2032,18,62,252,23876.13672,59042.79688,1,1,175.45.176.3,149.171.126.18
UNSW-003897,1.184818,1684,10168,32,31,29,10560.27148,64847.08984,0,0,59.166.0.5,149.171.126.4
UNSW-003898,0.251978,7810,14540,248,31,29,245926.2188,457976.4688,0,0,59.166.0.2,149.171.126.6
UNSW-003899,0.049876,4014,59460,138,31,29,634373.25,9401075.0,0,0,59.166.0.7,149.171.126.3
UNSW-003900,4.137874,11930,485110,594,31,29,22954.7832,935475.5625,0,0,59.166.0.4,149.171.126.2
UNSW-003901,0.005591,1470,1728,36,31,29,2008943.0,2296548.0,0,0,59.166.0.0,149.171.126.6
UNSW-003902,0.0011,146,178,4,31,29,530909.125,647272.75,0,0,59.166.0.3,149.171.126.8
UNSW-003903,0.061961,1042,824,18,31,29,117751.4922,95802.20313,0,0,59.166.0.5,149.171.126.5
UNSW-003904,0.021881,2870,30506,96,31,29,1026644.188,10930397.0,0,0,59.166.0.7,149.171.126.4
UNSW-003905,0.001132,146,178,4,31,29,515901.0625,628975.25,0,0,59.166.0.9,149.171.126.3
UNSW-003906,0.043806,2438,19266,78,31,29,433547.9063,3430580.25,0,0,59.166.0.4,149.171.126.7
UNSW-003907,0.004931,1470,1728,36,31,29,2277834.0,2603934.25,0,0,59.166.0.7,149.171.126.7
UNSW-003908,0.00106,146,178,4,31,29,550943.375,671698.0625,0,0,59.166.0.2,149.171.126.6
UNSW-003909,0.104003,1470,1728,36,31,29,107996.8906,123457.9766,0,0,59.166.0.3,149.171.126.9
UNSW-003910,0.001137,132,164,4,31,29,464379.9375,576956.875,0,0,59.166.0.5,149.171.126.1
UNSW-003911,1.070131,1684,10168,32,31,29,11692.02734,71796.82031,0,0,59.166.0.5,149.171.126.2
UNSW-003912,0.487939,9504,12298,222,31,29,154379.9531,199877.4375,0,0,59.166.0.6,149.171.126.4
UNSW-003913,1.008029,1684,10168,32,31,29,12412.3418,76220.03125,0,0,59.166.0.9,149.171.126.9
UNSW-003914,0.030599,37268,3380,94,31,29,9556391.0,862773.3125,0,0,59.166.0.2,149.171.126.1
UNSW-003915,3.178052,13246,548216,668,31,29,33200.21094,1376856.0,0,0,59.166.0.5,149.171.126.2
UNSW-003916,0.067022,5174,83812,182,31,29,610784.5,9895377.0,0,0,59.166.0.4,149.171.126.1
UNSW-003917,0.000991,130,162,4,31,29,524722.5,653885.0,0,0,59.166.0.2,149.171.126.4
UNSW-003918,1.147969,1684,10168,32,31,29,10899.24902,66928.63281,0,0,59.166.0.9,149.171.126.3
UNSW-003919,0.062984,5174,83812,182,31,29,649942.875,10529786.0,0,0,59.166.0.3,149.171.126.9
UNSW-003920,0.029724,37268,3380,94,31,29,9837707.0,888171.1875,0,0,59.166.0.7,149.171.126.4
UNSW-003921,3.928993,13558,548216,674,31,29,27489.99609,1113700.125,0,0,59.166.0.0,149.171.126.1
UNSW-003922,0.00108,130,162,4,31,29,481481.5,600000.0,0,0,59.166.0.0,149.171.126.4
UNSW-003923,0.004517,568,304,8,31,29,754483.0625,403807.8125,0,0,59.166.0.9,149.171.126.3
UNSW-003924,0.001738,528,304,8,31,29,1822784.875,1049482.125,0,0,59.166.0.2,149.171.126.4
UNSW-003925,0.007189,4136,2456,36,31,29,4347753.5,2581722.0,0,0,59.166.0.2,149.171.126.4
UNSW-003926,0.074934,1470,1728,36,31,29,149891.9063,171350.7969,0,0,59.166.0.7,149.171.126.5
UNSW-003927,0.001061,146,178,4,31,29,550424.125,671065.0,0,0,59.166.0.7,149.171.126.0
UNSW-003928,1.004842,1580,10168,30,31,29,11536.1416,76461.76563,0,0,59.166.0.3,149.171.126.2
UNSW-003929,0.023957,2974,30506,98,31,29,972742.875,9983220.0,0,0,59.166.0.2,149.171.126.9
UNSW-003930,0.013817,2542,19266,80,31,29,1435333.25,10876456.0,0,0,59.166.0.3,149.171.126.9
UNSW-003931,0.037267,7810,14540,248,31,29,1662811.625,3096573.5,0,0,59.166.0.0,149.171.126.4
UNSW-003932,0.012847,5928,8010,120,31,29,3632287.75,4902000.5,0,0,59.166.0.6,149.171.126.2
UNSW-003933,0.066896,1470,1728,36,31,29,167902.4219,191939.7344,0,0,59.166.0.5,149.171.126.0
UNSW-003934,0.006459,3736,2456,36,31,29,4370955.0,2873509.75,0,0,59.166.0.9,149.171.126.3
UNSW-003935,0.001744,520,304,8,31,29,1788990.875,1045871.563,0,0,59.166.0.9,149.171.126.3
UNSW-003936,0.004752,568,312,8,31,29,717171.75,393939.4063,0,0,59.166.0.2,149.171.126.4
UNSW-003937,0.045585,4014,59460,138,31,29,694088.0,10286015.0,0,0,59.166.0.2,149.171.126.7
UNSW-003938,0.005473,1470,1728,36,31,29,2052256.5,2346062.5,0,0,59.166.0.3,149.171.126.5
UNSW-003939,0.224496,1464,972,18,62,252,46967.42969,30325.70703,1,1,175.45.176.3,149.171.126.18
UNSW-003940,1e-05,352,0,2,254,0,140800000.0,0.0,2,1,175.45.176.2,149.171.126.19
UNSW-003941,0.365112,1094,67195,72,62,252,22480.77344,1446043.875,1,1,175.45.176.3,149.171.126.18
UNSW-003942,0.284158,4516,432,22,254,252,118075.1563,10641.9668,1,1,175.45.176.3,149.171.126.10
UNSW-003943,0.001036,146,178,4,31,29,563706.5625,687258.6875,0,0,59.166.0.5,149.171.126.4
UNSW-003944,0.003989,1470,1832,38,31,29,2815743.5,3445475.25,0,0,59.166.0.2,149.171.126.4
UNSW-003945,0.047408,4118,59460,140,31,29,685116.4375,9890483.0,0,0,59.166.0.9,149.171.126.1
UNSW-003946,0.01696,2542,19162,78,31,29,1169339.625,8800943.0,0,0,59.166.0.3,149.171.126.8
UNSW-003947,0.351916,6032,8010,122,31,29,134986.7656,178951.7969,0,0,59.166.0.8,149.171.126.5
UNSW-003948,0.022988,2974,30506,98,31,29,1013746.25,10404036.0,0,0,59.166.0.9,149.171.126.2
UNSW-003949,0.048041,4014,59460,138,31,29,658604.125,9760163.0,0,0,59.166.0.9,149.171.126.3
UNSW-003950,0.060864,5174,83812,182,31,29,672581.5,10896556.0,0,0,59.166.0.3,149.171.126.2
UNSW-003951,0.024468,3078,30506,100,31,29,986431.3125,9774727.0,0,0,59.166.0.9,149.171.126.6
UNSW-003952,0.005132,1470,1832,38,31,29,2188620.5,2678098.25,0,0,59.166.0.3,149.171.126.9
UNSW-003953,0.001038,146,178,4,31,29,562620.4375,685934.5,0,0,59.166.0.4,149.171.126.1
UNSW-003954,0.492845,37372,3380,94,31,29,594978.125,53566.53906,0,0,59.166.0.4,149.171.126.1
UNSW-003955,4.673062,13350,548216,670,31,29,22756.81445,936371.0625,0,0,59.166.0.5,149.171.126.2
UNSW-003956,0.00103,146,178,4,31,29,566990.25,691262.125,0,0,59.166.0.5,149.171.126.9
UNSW-003957,5.538969,13870,548216,680,31,29,19950.2832,789988.1875,0,0,59.166.0.0,149.171.126.1
UNSW-003958,0.153857,4014,59460,138,31,29,205645.5156,3047557.25,0,0,59.166.0.2,149.171.126.1
UNSW-003959,0.004613,568,304,8,31,29,738781.6875,395404.2813,0,0,59.166.0.6,149.171.126.6
UNSW-003960,1.006771,1580,10168,30,31,29,11514.03906,76315.27344,0,0,59.166.0.5,149.171.126.0
UNSW-003961,0.001914,520,304,8,31,29,1630094.0,952978.0625,0,0,59.166.0.6,149.171.126.6
UNSW-003962,0.001083,146,178,4,31,29,539242.875,657433.0625,0,0,59.166.0.0,149.171.126.6
UNSW-003963,6.16602,13350,548216,670,31,29,17246.78125,709650.625,0,0,59.166.0.5,149.171.126.2
UNSW-003964,0.042912,2438,19266,78,31,29,442580.1875,3502050.75,0,0,59.166.0.6,149.171.126.8
UNSW-003965,0.202846,4014,59460,138,31,29,155980.3906,2311546.75,0,0,59.166.0.8,149.171.126.2
UNSW-003966,0.128027,2974,30506,98,31,29,182024.0938,1868105.875,0,0,59.166.0.8,149.171.126.4
UNSW-003967,0.036979,1470,1728,36,31,29,303739.9375,347224.0938,0,0,59.166.0.0,149.171.126.5
UNSW-003968,0.045049,2974,30506,98,31,29,517303.375,5309063.5,0,0,59.166.0.2,149.171.126.1
UNSW-003969,0.127977,1470,1728,36,31,29,87765.77344,100330.5313,0,0,59.166.0.5,149.171.126.2
UNSW-003970,0.315013,5174,83812,182,31,29,129950.1953,2105335.5,0,0,59.166.0.6,149.171.126.1
UNSW-003971,0.005441,1470,1728,36,31,29,2064326.375,2359860.25,0,0,59.166.0.6,149.171.126.0
UNSW-003972,0.047338,320,1826,14,31,29,45122.30859,270057.875,0,0,59.166.0.8,149.171.126.3
UNSW-003973,0.00102,130,162,4,31,29,509803.9375,635294.125,0,0,59.166.0.8,149.171.126.0
UNSW-003974,0.067281,5174,83812,182,31,29,608433.3125,9857285.0,0,0,59.166.0.2,149.171.126.9
UNSW-003975,0.024022,2974,30506,98,31,29,970110.75,9956207.0,0,0,59.166.0.3,149.171.126.2
UNSW-003976,0.030748,37268,3380,94,31,29,9510082.0,858592.4375,0,0,59.166.0.6,149.171.126.2
UNSW-003977,1.718927,9608,12402,226,31,29,44311.36328,57226.39844,0,0,59.166.0.2,149.171.126.8
UNSW-003978,0.126061,4014,59460,138,31,29,250989.5781,3719532.5,0,0,59.166.0.0,149.171.126.1
UNSW-003979,1.009928,1684,10168,32,31,29,12389.00195,76076.71094,0,0,59.166.0.0,149.171.126.5
UNSW-003980,0.004584,1470,1728,36,31,29,2450261.75,2801047.25,0,0,59.166.0.0,149.171.126.1
UNSW-003981,0.103997,2974,30506,98,31,29,224083.3906,2299758.75,0,0,59.166.0.2,149.171.126.0
UNSW-003982,4.361941,13142,548216,666,31,29,23998.49219,1003158.938,0,0,59.166.0.5,149.171.126.9
UNSW-003983,0.840791,2934,3742,106,31,29,27383.73828,34948.04297,0,0,59.166.0.8,149.171.126.3
UNSW-003984,0.018511,2438,19266,78,31,29,1025984.625,8118416.5,0,0,59.166.0.6,149.171.126.9
UNSW-003985,0.223388,8928,320,20,31,29,296918.375,9561.838867,0,0,59.166.0.8,149.171.126.3
UNSW-003986,0.290114,4152,2976,54,31,29,110108.4453,79141.30469,0,0,59.166.0.6,149.171.126.6
UNSW-003987,0.001001,146,178,4,31,29,583416.5625,711288.6875,0,0,59.166.0.6,149.171.126.8
UNSW-003988,0.079894,1470,1728,36,31,29,140586.2813,160712.9531,0,0,59.166.0.9,149.171.126.7
UNSW-003989,0.004495,1470,1728,36,31,29,2498776.5,2856507.25,0,0,59.166.0.6,149.171.126.7
UNSW-003990,0.02109,2974,30506,98,31,29,1104978.625,11340350.0,0,0,59.166.0.0,149.171.126.7
UNSW-003991,0.016451,2438,19266,78,31,29,1154458.75,9135007.0,0,0,59.166.0.2,149.171.126.9
UNSW-003992,0.223112,424,8824,20,31,29,13302.73535,290042.6563,0,0,59.166.0.8,149.171.126.3
UNSW-003993,1.431992,9504,12402,224,31,29,52603.64453,68693.11719,0,0,59.166.0.1,149.171.126.2
UNSW-003994,1.010162,1580,10168,30,31,29,11475.38672,76059.08594,0,0,59.166.0.5,149.171.126.5
UNSW-003995,0.050865,4014,59460,138,31,29,622038.75,9218284.0,0,0,59.166.0.3,149.171.126.8
UNSW-003996,0.06333,5174,83812,182,31,29,646391.875,10472256.0,0,0,59.166.0.6,149.171.126.8
UNSW-003997,0.622132,1024,15030,44,62,252,12447.51953,185838.375,1,1,175.45.176.0,149.171.126.18
UNSW-003998,0.175743,1596,268,16,254,252,65413.69922,10196.70801,1,1,175.45.176.0,149.171.126.12
UNSW-003999,0.259962,5174,83812,182,31,29,157469.1719,2551173.0,0,0,59.166.0.2,149.171.126.0
UNSW-004000,8.025009,13246,548216,668,31,29,13147.89746,545260.4375,0,0,59.166.0.5,149.171.126.2
UNSW-004001,0.001037,130,162,4,31,29,501446.5,624879.5,0,0,59.166.0.1,149.171.126.1
UNSW-004002,0.126984,2438,19266,78,31,29,149562.1563,1183456.125,0,0,59.166.0.2,149.171.126.3
UNSW-004003,0.007395,424,8824,20,31,29,401352.25,8750777.0,0,0,59.166.0.4,149.171.126.6
UNSW-004004,7.244056,13454,548216,672,31,29,14795.02637,604042.8125,0,0,59.166.0.0,149.171.126.1
UNSW-004005,0.119811,4014,59460,138,31,29,264082.5938,3913564.0,0,0,59.166.0.0,149.171.126.6
UNSW-004006,0.032832,1470,1728,36,31,29,342105.25,391081.875,0,0,59.166.0.5,149.171.126.7
UNSW-004007,0.000958,130,162,4,31,29,542797.5,676409.1875,0,0,59.166.0.6,149.171.126.3
UNSW-004008,0.039919,320,1826,14,31,29,53508.35547,320248.5,0,0,59.166.0.6,149.171.126.3
UNSW-004009,0.121799,4014,59460,138,31,29,259772.25,3849686.75,0,0,59.166.0.2,149.171.126.1
UNSW-004010,0.004074,320,1826,14,31,29,524300.4375,3137948.0,0,0,59.166.0.4,149.171.126.6
UNSW-004011,0.854556,9608,12298,224,31,29,89131.66406,114127.1016,0,0,59.166.0.3,149.171.126.4
UNSW-004012,0.088959,3078,30506,100,31,29,271316.0,2688519.5,0,0,59.166.0.0,149.171.126.3
UNSW-004013,0.00162,520,304,8,31,29,1925925.875,1125925.875,0,0,59.166.0.3,149.171.126.9
UNSW-004014,0.08901,5174,83812,182,31,29,459903.375,7450938.0,0,0,59.166.0.4,149.171.126.8
UNSW-004015,0.047831,2438,19266,78,31,29,397064.6875,3141895.5,0,0,59.166.0.4,149.171.126.0
UNSW-004016,0.004427,1470,1728,36,31,29,2537158.5,2900384.0,0,0,59.166.0.1,149.171.126.0
UNSW-004017,0.008279,3736,2456,36,31,29,3410073.5,2241816.5,0,0,59.166.0.3,149.171.126.9
UNSW-004018,0.004451,568,304,8,31,29,765670.625,409795.5313,0,0,59.166.0.3,149.171.126.9
